Df: 2.6
kf: 1.13
n: 50
k: 0.7
a: 30

Rg: 128.871

X Y Z
0 0 0
-31.628 -25.2007 11.3399
31.4611 25.6255 -10.8414
-62.9256 -50.8148 22.6705
31.5873 19.1936 -52.3458
59.9574 31.5008 19.4479
36.1532 60.9239 -51.0295
59.1629 28.8877 61.359
0.799416 64.6111 -73.4016
-33.3556 83.469 -57.8512
35.7946 93.0748 -78.0516
73.1222 67.5698 52.8245
59.8642 -11.9844 71.0015
-30.4264 52.4011 -98.6972
71.5058 79.5328 -95.5251
-25.9206 -43.2894 48.8129
28.8891 0.334787 96.551
102.16 84.8796 -67.3164
-60.8552 23.4841 -97.3209
-64.849 75.9008 -93.516
25.7581 127.17 -100.43
-45.3824 0.490151 -128.878
63.2258 115.594 -115.469
-11.7663 10.2873 93.074
-76.496 -18.019 -107.586
2.20834 48.3319 104.089
-58.2922 37.5031 -143.957
-90.9753 17.0482 -125.875
99.3838 -13.9003 56.9115
-112.663 47.264 -106.366
20.2086 125.929 -142.043
-73.9605 -82.0765 -3.11577
29.6534 167.488 -89.3284
102.805 104.057 -123.492
-53.7018 -18.8517 -165.219
93.3387 143.145 -105.563
114.091 73.839 59.6249
66.8091 131.715 -154.086
80.1264 66.3958 94.2197
71.789 107.481 91.6748
20.3295 -40.7837 96.5023
35.8864 -72.9718 74.4589
127.987 146.301 -82.0359
71.0655 -45.2943 94.0011
142.793 117.211 -108.467
29.4367 58.2787 134.481
124.068 -44.6621 71.3475
-8.25562 76.6003 137.24
80.0044 77.6323 134.689
-30.8635 41.9132 144.289
